feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
UniRef90_A0A0K6BS39	condition	CRC	0.8621505391386	0.302989426050214	234	82	0.00483113410246363	0.0198008550726063
UniRef90_A0A0E2TU44	condition	CRC	0.926599255282259	0.325665832608751	234	80	0.00483457906540866	0.0198107529347404
UniRef90_A0A0K6BR65	condition	CRC	0.776422280617512	0.272883804912915	234	91	0.00483453319943113	0.0198107529347404
UniRef90_A0A174UV59	condition	CRC	-0.525849091745742	0.184814222656969	234	104	0.00483440956339705	0.0198107529347404
UniRef90_A0A173TRF8	condition	CRC	0.641649665936158	0.225467938427836	234	58	0.00483621513810466	0.0198160498131401
UniRef90_A0A017N6J7	condition	CRC	0.746891605008467	0.26252747325383	234	73	0.00483812678814917	0.0198220016636913
UniRef90_A0A174C283	condition	CRC	0.356361553678436	0.125259420172316	234	32	0.00483835479083932	0.0198220016636913
UniRef90_A0A0F5IJ47	condition	CRC	0.551135288971372	0.193749349371986	234	115	0.00484486453265304	0.0198458528705154
UniRef90_A0A174ZT85	condition	CRC	0.376689241097488	0.132370110333424	234	39	0.00484475253173932	0.0198458528705154
UniRef90_A0A0K6BSQ8	condition	CRC	0.765187138682629	0.269010760958584	234	86	0.00484628189950385	0.0198502495635247
UniRef90_A0A0K4B0B4	condition	CRC	0.44741185280117	0.157305214054081	234	24	0.00484951978993566	0.0198621019221527
UniRef90_A0A139K064	condition	CRC	0.509250433705699	0.17905390886418	234	48	0.00485211266486583	0.0198713110059449
UniRef90_A0A174NLL2	condition	CRC	1.22814649659004	0.431837289911271	234	88	0.00485381881114695	0.0198768875374861
UniRef90_A0A174UG84	condition	CRC	0.340910633138318	0.119878592111988	234	45	0.00485582441733679	0.0198836895096397
UniRef90_A0A174I459	condition	CRC	0.611926824517645	0.215179401135717	234	103	0.00485619290435164	0.0198837872964157
UniRef90_A0A0A2VC13	condition	CRC	0.412809894191444	0.145169797369735	234	29	0.00485824249153574	0.0198907678820416
UniRef90_A0A173UIS2	condition	CRC	0.550309414003633	0.1935243362016	234	78	0.00485919280493125	0.0198932471154061
UniRef90_A0A149NC32	condition	CRC	0.728953111777117	0.256359358533883	234	69	0.00486049978533102	0.0198971860669457
UniRef90_A0A174H801	condition	CRC	-0.490819261826496	0.172623953507855	234	99	0.00486338365891281	0.0199075792507995
UniRef90_A0A0E2T531	condition	CRC	0.595810371968548	0.209553218570593	234	55	0.00486403981517753	0.0199088527584411
UniRef90_A0A024L1J3	condition	CRC	0.434558753233133	0.152844465122742	234	25	0.00486548149801651	0.019910516484791
UniRef90_A0A0J1IZ44	condition	CRC	-0.805480347115692	0.283301368402271	234	172	0.00486534923263514	0.019910516484791
UniRef90_A0A174AGK5	condition	CRC	-0.360542092121292	0.12680945523162	234	48	0.00486510959948111	0.019910516484791
UniRef90_A0A0D8J243	condition	CRC	0.394362200744489	0.138674480986594	234	30	0.0048690017344656	0.0199235089765737
UniRef90_A0A0K6BVR3	condition	CRC	0.69644661626828	0.24501125876764	234	68	0.00487485095293806	0.0199460289309691
UniRef90_A0A174DNI8	condition	CRC	0.452894326871362	0.159330208284421	234	50	0.00487795485347673	0.0199573136953561
UniRef90_A0A016CV73	condition	CRC	0.765774147165653	0.269423127755625	234	79	0.0048787462245606	0.0199589911620059
UniRef90_A0A0K6BPH0	condition	CRC	0.807481488851	0.28382880333578	234	97	0.00487905667833784	0.0199589911620059
UniRef90_A0A174FA56	condition	CRC	-0.481656376971935	0.16946759786349	234	94	0.00487986329825791	0.019960875677689
UniRef90_A0A0A7A2C6	condition	CRC	0.602570685801059	0.212015644576908	234	59	0.00488100154171676	0.0199636209792278
UniRef90_A0A139KCM2	condition	CRC	0.867136882534376	0.305098163705495	234	91	0.00488122642590894	0.0199636209792278
UniRef90_A0A174GP69	condition	CRC	-0.532852826403536	0.187492996740256	234	48	0.00488255195610734	0.0199676268954138
UniRef90_A0A0D8J0D4	condition	CRC	0.417869346465233	0.147017630043139	234	35	0.00488425848848869	0.0199731902753932
